X,Y,Z
958.0,-58.0,-608.0
956.0,-40.0,-609.0
958.0,-48.0,-610.0
956.0,-50.0,-588.0
950.0,-48.0,-599.0
962.0,-40.0,-616.0
954.0,-44.0,-606.0
966.0,-36.0,-582.0
954.0,-32.0,-579.0
952.0,-36.0,-605.0
972.0,-38.0,-593.0
960.0,-52.0,-582.0
968.0,-38.0,-594.0
964.0,-32.0,-608.0
944.0,-44.0,-579.0
950.0,-38.0,-608.0
954.0,-36.0,-615.0
940.0,-40.0,-597.0
958.0,-38.0,-610.0
952.0,-46.0,-583.0
954.0,-34.0,-597.0
950.0,-50.0,-588.0
960.0,-30.0,-598.0
956.0,-38.0,-629.0
956.0,-44.0,-611.0
956.0,-64.0,-610.0
962.0,-38.0,-605.0
956.0,-44.0,-603.0
966.0,-32.0,-593.0
950.0,-32.0,-608.0
950.0,-44.0,-622.0
956.0,-40.0,-579.0
968.0,-52.0,-621.0
948.0,-48.0,-610.0
962.0,-48.0,-615.0
964.0,-44.0,-615.0
940.0,-46.0,-615.0
976.0,-44.0,-608.0
960.0,-36.0,-600.0
958.0,-56.0,-592.0
956.0,-40.0,-606.0
956.0,-60.0,-601.0
956.0,-42.0,-620.0
952.0,-32.0,-614.0
960.0,-22.0,-601.0
972.0,-48.0,-606.0
966.0,-36.0,-612.0
952.0,-34.0,-587.0
966.0,-46.0,-591.0
968.0,-6.0,-596.0
958.0,-34.0,-585.0
962.0,-42.0,-593.0
960.0,2.0,-615.0
964.0,-48.0,-602.0
960.0,-36.0,-581.0
952.0,-40.0,-588.0
952.0,-34.0,-618.0
956.0,-38.0,-589.0
960.0,-32.0,-593.0
950.0,-16.0,-600.0
956.0,-32.0,-601.0
960.0,-42.0,-590.0
950.0,-38.0,-586.0
966.0,-42.0,-599.0
962.0,-34.0,-608.0
970.0,-18.0,-605.0
944.0,-36.0,-585.0
956.0,-10.0,-598.0
968.0,-28.0,-624.0
984.0,-24.0,-587.0
956.0,-42.0,-592.0
960.0,-38.0,-603.0
968.0,-18.0,-587.0
960.0,-44.0,-596.0
960.0,-42.0,-610.0
954.0,-54.0,-611.0
970.0,-20.0,-595.0
954.0,-36.0,-593.0
952.0,-46.0,-594.0
968.0,-30.0,-582.0
964.0,-36.0,-607.0
966.0,-36.0,-574.0
956.0,-42.0,-611.0
968.0,-46.0,-600.0
956.0,-34.0,-618.0
970.0,-38.0,-598.0
964.0,-34.0,-574.0
976.0,-26.0,-610.0
956.0,-40.0,-601.0
944.0,-40.0,-592.0
940.0,-16.0,-602.0
954.0,-38.0,-617.0
952.0,-56.0,-617.0
944.0,-30.0,-613.0
962.0,-34.0,-587.0
944.0,-34.0,-605.0
952.0,-36.0,-610.0
956.0,-32.0,-600.0
952.0,-24.0,-591.0
950.0,-34.0,-609.0
948.0,-36.0,-614.0
966.0,-26.0,-607.0
970.0,-28.0,-604.0
962.0,-10.0,-609.0
956.0,-4.0,-609.0
946.0,14.0,-613.0
950.0,26.0,-624.0
958.0,28.0,-606.0
950.0,36.0,-635.0
962.0,52.0,-616.0
958.0,50.0,-615.0
962.0,54.0,-627.0
968.0,74.0,-638.0
976.0,80.0,-662.0
974.0,80.0,-642.0
978.0,94.0,-645.0
970.0,106.0,-637.0
974.0,96.0,-665.0
972.0,112.0,-666.0
972.0,126.0,-688.0
946.0,124.0,-656.0
948.0,144.0,-668.0
962.0,166.0,-657.0
962.0,168.0,-662.0
958.0,172.0,-677.0
960.0,180.0,-679.0
964.0,172.0,-681.0
966.0,192.0,-669.0
956.0,200.0,-684.0
956.0,220.0,-690.0
942.0,194.0,-656.0
946.0,222.0,-658.0
954.0,226.0,-660.0
954.0,232.0,-686.0
956.0,244.0,-665.0
946.0,246.0,-668.0
948.0,266.0,-674.0
946.0,268.0,-668.0
952.0,264.0,-645.0
954.0,284.0,-658.0
936.0,272.0,-653.0
936.0,278.0,-666.0
922.0,280.0,-651.0
948.0,288.0,-663.0
930.0,308.0,-650.0
954.0,286.0,-652.0
938.0,296.0,-657.0
944.0,292.0,-649.0
952.0,304.0,-656.0
948.0,312.0,-646.0
956.0,300.0,-645.0
954.0,300.0,-660.0
954.0,288.0,-648.0
950.0,304.0,-679.0
962.0,304.0,-652.0
968.0,290.0,-636.0
962.0,286.0,-641.0
978.0,294.0,-636.0
986.0,272.0,-642.0
978.0,278.0,-628.0
984.0,294.0,-656.0
986.0,270.0,-669.0
988.0,278.0,-657.0
996.0,270.0,-645.0
972.0,266.0,-651.0
980.0,264.0,-661.0
992.0,250.0,-637.0
986.0,238.0,-645.0
968.0,234.0,-631.0
972.0,222.0,-662.0
956.0,220.0,-628.0
932.0,204.0,-648.0
928.0,190.0,-627.0
942.0,182.0,-627.0
924.0,178.0,-609.0
912.0,166.0,-626.0
916.0,158.0,-632.0
916.0,140.0,-613.0
896.0,138.0,-636.0
908.0,132.0,-634.0
880.0,126.0,-604.0
892.0,114.0,-615.0
878.0,84.0,-609.0
876.0,90.0,-582.0
880.0,96.0,-573.0
882.0,70.0,-592.0
882.0,56.0,-590.0
882.0,58.0,-614.0
882.0,52.0,-589.0
888.0,50.0,-573.0
904.0,48.0,-609.0
882.0,28.0,-586.0
896.0,34.0,-587.0
912.0,10.0,-582.0
906.0,-12.0,-580.0
928.0,12.0,-577.0
926.0,-12.0,-578.0
934.0,-20.0,-582.0
938.0,-28.0,-574.0
934.0,-16.0,-572.0
952.0,-36.0,-559.0
962.0,-48.0,-559.0
966.0,-56.0,-571.0
970.0,-66.0,-581.0
982.0,-68.0,-565.0
992.0,-84.0,-560.0
1002.0,-88.0,-544.0
1028.0,-98.0,-545.0
1038.0,-120.0,-542.0
1062.0,-130.0,-540.0
1060.0,-130.0,-557.0
1024.0,-140.0,-535.0
1108.0,-142.0,-527.0
1128.0,-156.0,-533.0
1152.0,-160.0,-492.0
1192.0,-178.0,-519.0
1204.0,-182.0,-509.0
1266.0,-176.0,-487.0
1284.0,-184.0,-485.0
1298.0,-180.0,-455.0
1332.0,-180.0,-467.0
1366.0,-174.0,-436.0
1400.0,-138.0,-445.0
1408.0,-142.0,-432.0
1440.0,-136.0,-423.0
1462.0,-118.0,-417.0
1482.0,-116.0,-397.0
1512.0,-74.0,-403.0
1518.0,-94.0,-414.0
1546.0,-52.0,-401.0
1564.0,-34.0,-418.0
1586.0,2.0,-402.0
1592.0,14.0,-388.0
1594.0,64.0,-388.0
1618.0,72.0,-385.0
1614.0,88.0,-390.0
1634.0,120.0,-381.0
1644.0,140.0,-380.0
1646.0,156.0,-355.0
1664.0,190.0,-380.0
1648.0,196.0,-393.0
1650.0,230.0,-367.0
1652.0,238.0,-372.0
1656.0,274.0,-371.0
1654.0,278.0,-385.0
1666.0,296.0,-379.0
1644.0,326.0,-373.0
1650.0,342.0,-361.0
1654.0,362.0,-365.0
1644.0,380.0,-380.0
1656.0,392.0,-368.0
1638.0,400.0,-360.0
1638.0,426.0,-389.0
1622.0,422.0,-374.0
1638.0,434.0,-385.0
1634.0,448.0,-378.0
1620.0,456.0,-396.0
1616.0,472.0,-387.0
1610.0,464.0,-378.0
1602.0,482.0,-396.0
1578.0,468.0,-426.0
1588.0,488.0,-394.0
1602.0,494.0,-442.0
1582.0,502.0,-409.0
1576.0,504.0,-424.0
1560.0,500.0,-418.0
1566.0,508.0,-436.0
1560.0,506.0,-447.0
1556.0,508.0,-438.0
1538.0,514.0,-434.0
1558.0,504.0,-454.0
1548.0,512.0,-440.0
1532.0,512.0,-436.0
1556.0,520.0,-457.0
1550.0,518.0,-467.0
1562.0,534.0,-451.0
1542.0,542.0,-464.0
1548.0,540.0,-454.0
1538.0,542.0,-454.0
1544.0,552.0,-440.0
1530.0,546.0,-462.0
1536.0,546.0,-441.0
1534.0,566.0,-441.0
1528.0,566.0,-447.0
1560.0,558.0,-459.0
1524.0,556.0,-454.0
1542.0,564.0,-447.0
1536.0,558.0,-449.0
1542.0,578.0,-423.0
1524.0,568.0,-424.0
1526.0,586.0,-417.0
1546.0,582.0,-434.0
1548.0,578.0,-412.0
1548.0,582.0,-412.0
1546.0,572.0,-419.0
1562.0,564.0,-414.0
1552.0,570.0,-415.0
1552.0,572.0,-407.0
1544.0,568.0,-410.0
1572.0,572.0,-423.0
1566.0,592.0,-369.0
1576.0,584.0,-376.0
1584.0,578.0,-345.0
1590.0,592.0,-329.0
1590.0,576.0,-333.0
1604.0,586.0,-339.0
1590.0,592.0,-304.0
1606.0,584.0,-304.0
1600.0,598.0,-304.0
1602.0,620.0,-281.0
1604.0,622.0,-284.0
1598.0,642.0,-283.0
1606.0,640.0,-261.0
1604.0,642.0,-233.0
1604.0,652.0,-219.0
1604.0,652.0,-229.0
1592.0,666.0,-220.0
1604.0,670.0,-228.0
1598.0,668.0,-211.0
1588.0,670.0,-205.0
1596.0,678.0,-193.0
1592.0,678.0,-195.0
1604.0,680.0,-189.0
1592.0,678.0,-149.0
1608.0,682.0,-149.0
1608.0,670.0,-162.0
1616.0,678.0,-160.0
1600.0,666.0,-141.0
1596.0,670.0,-150.0
1608.0,668.0,-148.0
1618.0,664.0,-146.0
1624.0,670.0,-113.0
1628.0,676.0,-110.0
1622.0,686.0,-97.0
1616.0,676.0,-83.0
1620.0,676.0,-59.0
1630.0,670.0,-48.0
1626.0,662.0,-11.0
1640.0,660.0,-7.0
1636.0,662.0,12.0
1634.0,670.0,39.0
1640.0,658.0,28.0
1648.0,672.0,61.0
1636.0,660.0,87.0
1630.0,652.0,103.0
1634.0,644.0,141.0
1648.0,640.0,152.0
1640.0,638.0,171.0
1640.0,646.0,193.0
1638.0,612.0,225.0
1628.0,630.0,256.0
1636.0,620.0,278.0
1626.0,612.0,301.0
1616.0,608.0,321.0
1602.0,608.0,338.0
1610.0,612.0,374.0
1600.0,628.0,381.0
1588.0,614.0,415.0
1570.0,630.0,424.0
1550.0,622.0,433.0
1548.0,630.0,469.0
1536.0,620.0,454.0
1524.0,626.0,478.0
1510.0,620.0,498.0
1504.0,614.0,498.0
1492.0,630.0,515.0
1474.0,642.0,543.0
1458.0,628.0,560.0
1458.0,630.0,552.0
1432.0,626.0,563.0
1430.0,636.0,567.0
1408.0,640.0,590.0
1406.0,646.0,592.0
1380.0,640.0,591.0
1376.0,640.0,616.0
1360.0,642.0,625.0
1340.0,642.0,619.0
1328.0,642.0,629.0
1336.0,642.0,625.0
1320.0,646.0,628.0
1328.0,660.0,612.0
1312.0,658.0,625.0
1316.0,644.0,626.0
1302.0,642.0,612.0
1310.0,652.0,602.0
1286.0,654.0,618.0
1322.0,652.0,623.0
1302.0,662.0,629.0
1316.0,640.0,616.0
1300.0,654.0,629.0
1298.0,656.0,637.0
1288.0,656.0,622.0
1286.0,662.0,645.0
1266.0,652.0,616.0
1272.0,654.0,623.0
1262.0,650.0,638.0
1246.0,644.0,652.0
1238.0,638.0,656.0
1232.0,652.0,660.0
1212.0,646.0,660.0
1200.0,634.0,671.0
1190.0,634.0,690.0
1166.0,630.0,700.0
1158.0,624.0,699.0
1142.0,636.0,707.0
1128.0,620.0,710.0
1114.0,622.0,691.0
1090.0,616.0,716.0
1064.0,618.0,698.0
1032.0,620.0,720.0
1010.0,622.0,697.0
982.0,622.0,697.0
956.0,606.0,726.0
940.0,616.0,717.0
916.0,604.0,722.0
898.0,610.0,705.0
868.0,600.0,703.0
834.0,602.0,723.0
798.0,598.0,677.0
774.0,600.0,651.0
750.0,600.0,659.0
732.0,606.0,651.0
708.0,608.0,639.0
684.0,608.0,620.0
650.0,604.0,596.0
620.0,616.0,569.0
602.0,610.0,577.0
584.0,602.0,540.0
560.0,610.0,508.0
528.0,602.0,483.0
518.0,612.0,472.0
490.0,598.0,424.0
488.0,606.0,391.0
472.0,612.0,377.0
456.0,602.0,340.0
442.0,604.0,322.0
428.0,584.0,289.0
414.0,596.0,261.0
406.0,596.0,229.0
402.0,600.0,200.0
404.0,606.0,178.0
402.0,606.0,142.0
388.0,602.0,121.0
374.0,592.0,80.0
390.0,596.0,80.0
402.0,596.0,42.0
388.0,590.0,-2.0
394.0,598.0,-43.0
414.0,584.0,-66.0
404.0,582.0,-113.0
406.0,588.0,-145.0
414.0,584.0,-160.0
428.0,598.0,-194.0
430.0,598.0,-206.0
448.0,596.0,-238.0
480.0,612.0,-266.0
480.0,596.0,-258.0
498.0,574.0,-301.0
518.0,598.0,-314.0
518.0,592.0,-338.0
534.0,576.0,-342.0
538.0,576.0,-364.0
548.0,576.0,-380.0
574.0,562.0,-400.0
560.0,554.0,-408.0
574.0,544.0,-404.0
596.0,568.0,-435.0
606.0,556.0,-433.0
610.0,566.0,-463.0
626.0,550.0,-477.0
648.0,538.0,-487.0
652.0,538.0,-515.0
658.0,536.0,-504.0
672.0,522.0,-503.0
704.0,526.0,-505.0
706.0,524.0,-542.0
716.0,506.0,-550.0
712.0,508.0,-554.0
710.0,514.0,-557.0
726.0,492.0,-553.0
732.0,502.0,-551.0
748.0,500.0,-558.0
770.0,482.0,-570.0
758.0,492.0,-562.0
766.0,476.0,-566.0
768.0,484.0,-562.0
748.0,488.0,-555.0
742.0,488.0,-551.0
748.0,498.0,-562.0
740.0,498.0,-535.0
728.0,488.0,-560.0
736.0,488.0,-522.0
738.0,486.0,-539.0
712.0,496.0,-543.0
734.0,490.0,-535.0
720.0,508.0,-518.0
716.0,514.0,-528.0
714.0,524.0,-515.0
728.0,512.0,-529.0
714.0,516.0,-510.0
714.0,532.0,-512.0
706.0,522.0,-520.0
708.0,528.0,-492.0
716.0,530.0,-522.0
702.0,522.0,-522.0
698.0,506.0,-507.0
676.0,508.0,-494.0
678.0,498.0,-508.0
688.0,490.0,-499.0
662.0,484.0,-501.0
644.0,498.0,-489.0
662.0,482.0,-498.0
662.0,498.0,-481.0
662.0,496.0,-493.0
668.0,498.0,-488.0
660.0,498.0,-490.0
664.0,504.0,-484.0
660.0,498.0,-465.0
666.0,500.0,-479.0
642.0,484.0,-445.0
660.0,496.0,-468.0
652.0,480.0,-468.0
648.0,494.0,-463.0
650.0,484.0,-461.0
638.0,490.0,-454.0
642.0,476.0,-463.0
636.0,474.0,-455.0
624.0,470.0,-469.0
632.0,462.0,-461.0
656.0,458.0,-458.0
630.0,440.0,-461.0
626.0,444.0,-449.0
624.0,442.0,-460.0
626.0,444.0,-444.0
620.0,412.0,-467.0
640.0,420.0,-443.0
630.0,424.0,-446.0
622.0,436.0,-481.0
632.0,420.0,-466.0
646.0,402.0,-467.0
630.0,398.0,-480.0
630.0,404.0,-476.0
634.0,376.0,-493.0
634.0,370.0,-474.0
638.0,358.0,-472.0
648.0,348.0,-511.0
646.0,360.0,-486.0
658.0,342.0,-506.0
652.0,324.0,-495.0
640.0,318.0,-477.0
646.0,306.0,-508.0
648.0,304.0,-514.0
662.0,274.0,-509.0
676.0,280.0,-522.0
682.0,258.0,-526.0
690.0,242.0,-519.0
686.0,238.0,-529.0
706.0,214.0,-528.0
724.0,214.0,-549.0
720.0,200.0,-559.0
756.0,178.0,-553.0
770.0,166.0,-574.0
774.0,148.0,-555.0
796.0,136.0,-570.0
802.0,118.0,-592.0
830.0,112.0,-605.0
846.0,104.0,-615.0
860.0,94.0,-613.0
890.0,78.0,-623.0
914.0,72.0,-616.0
934.0,54.0,-603.0
954.0,56.0,-615.0
972.0,52.0,-622.0
1004.0,46.0,-603.0
1042.0,54.0,-611.0
1048.0,38.0,-623.0
1074.0,26.0,-616.0
1088.0,28.0,-628.0
1128.0,40.0,-624.0
1130.0,52.0,-619.0
1148.0,56.0,-620.0
1174.0,66.0,-641.0
1200.0,68.0,-624.0
1196.0,86.0,-645.0
1226.0,96.0,-643.0
1244.0,104.0,-625.0
1258.0,124.0,-633.0
1270.0,134.0,-647.0
1288.0,150.0,-658.0
1290.0,158.0,-633.0
1324.0,170.0,-635.0
1314.0,208.0,-618.0
1334.0,226.0,-626.0
1336.0,228.0,-636.0
1344.0,250.0,-613.0
1352.0,274.0,-638.0
1350.0,276.0,-601.0
1342.0,294.0,-644.0
1340.0,316.0,-632.0
1342.0,318.0,-631.0
1332.0,342.0,-628.0
1336.0,342.0,-624.0
1328.0,352.0,-642.0
1328.0,378.0,-661.0
1340.0,390.0,-629.0
1326.0,400.0,-606.0
1336.0,398.0,-624.0
1326.0,412.0,-627.0
1348.0,426.0,-619.0
1328.0,426.0,-614.0
1344.0,448.0,-623.0
1338.0,466.0,-613.0
1340.0,466.0,-608.0
1348.0,464.0,-602.0
1358.0,492.0,-604.0
1368.0,486.0,-579.0
1368.0,502.0,-586.0
1380.0,504.0,-582.0
1382.0,512.0,-581.0
1376.0,514.0,-572.0
1376.0,524.0,-561.0
1400.0,526.0,-541.0
1392.0,524.0,-524.0
1402.0,538.0,-538.0
1410.0,536.0,-526.0
1444.0,540.0,-535.0
1432.0,548.0,-531.0
1456.0,538.0,-512.0
1466.0,540.0,-504.0
1472.0,536.0,-475.0
1472.0,548.0,-469.0
1498.0,542.0,-466.0
1498.0,560.0,-452.0
1528.0,556.0,-446.0
1534.0,556.0,-414.0
1528.0,554.0,-421.0
1544.0,548.0,-386.0
1542.0,564.0,-396.0
1544.0,558.0,-390.0
1560.0,562.0,-386.0
1566.0,566.0,-355.0
1572.0,566.0,-336.0
1592.0,548.0,-363.0
1588.0,562.0,-329.0
1608.0,560.0,-310.0
1614.0,566.0,-288.0
1628.0,558.0,-278.0
1638.0,562.0,-241.0
1622.0,566.0,-236.0
1638.0,572.0,-221.0
1648.0,558.0,-206.0
1648.0,576.0,-194.0
1662.0,570.0,-170.0
1658.0,558.0,-173.0
1660.0,576.0,-159.0
1656.0,586.0,-136.0
1668.0,600.0,-122.0
1658.0,588.0,-112.0
1668.0,588.0,-101.0
1668.0,588.0,-116.0
1674.0,588.0,-86.0
1676.0,590.0,-70.0
1668.0,594.0,-56.0
1670.0,576.0,-37.0
1678.0,594.0,-41.0
1682.0,600.0,-1.0
1672.0,600.0,13.0
1650.0,610.0,43.0
1644.0,638.0,48.0
1640.0,646.0,37.0
1630.0,652.0,30.0
1656.0,656.0,60.0
1624.0,672.0,46.0
1618.0,672.0,74.0
1614.0,688.0,69.0
1596.0,694.0,87.0
1606.0,700.0,78.0
1586.0,702.0,79.0
1578.0,702.0,64.0
1594.0,706.0,85.0
1554.0,728.0,81.0
1568.0,728.0,82.0
1572.0,728.0,105.0
1556.0,730.0,98.0
1546.0,730.0,128.0
1546.0,736.0,116.0
1536.0,742.0,163.0
1544.0,736.0,151.0
1544.0,734.0,148.0
1530.0,728.0,201.0
1534.0,730.0,191.0
1528.0,744.0,203.0
1518.0,722.0,226.0
1522.0,728.0,245.0
1506.0,744.0,258.0
1492.0,744.0,257.0
1488.0,744.0,282.0
1478.0,732.0,323.0
1476.0,724.0,329.0
1474.0,710.0,341.0
1456.0,706.0,385.0
1442.0,704.0,387.0
1430.0,710.0,408.0
1414.0,708.0,440.0
1396.0,694.0,445.0
1390.0,712.0,468.0
1366.0,692.0,489.0
1360.0,700.0,482.0
1344.0,702.0,499.0
1316.0,700.0,520.0
1296.0,698.0,556.0
1272.0,708.0,569.0
1260.0,698.0,593.0
1218.0,698.0,571.0
1196.0,718.0,604.0
1172.0,714.0,618.0
1152.0,718.0,630.0
1122.0,720.0,628.0
1130.0,748.0,617.0
1106.0,726.0,611.0
1090.0,738.0,609.0
1074.0,742.0,606.0
1070.0,744.0,614.0
1060.0,724.0,638.0
1054.0,744.0,628.0
1044.0,758.0,640.0
1018.0,754.0,634.0
988.0,758.0,636.0
980.0,756.0,615.0
950.0,754.0,612.0
936.0,766.0,639.0
878.0,766.0,620.0
872.0,764.0,601.0
856.0,762.0,604.0
824.0,788.0,583.0
784.0,800.0,554.0
764.0,800.0,548.0
738.0,820.0,511.0
708.0,810.0,503.0
690.0,808.0,462.0
662.0,812.0,430.0
628.0,794.0,436.0
616.0,798.0,402.0
582.0,798.0,368.0
578.0,808.0,344.0
562.0,790.0,327.0
524.0,784.0,289.0
532.0,778.0,273.0
516.0,776.0,260.0
488.0,766.0,226.0
476.0,754.0,184.0
456.0,748.0,176.0
454.0,734.0,124.0
460.0,716.0,103.0
450.0,718.0,62.0
434.0,688.0,8.0
428.0,684.0,-17.0
442.0,676.0,-55.0
430.0,686.0,-83.0
442.0,642.0,-133.0
446.0,636.0,-171.0
442.0,616.0,-210.0
436.0,578.0,-230.0
462.0,570.0,-246.0
448.0,562.0,-262.0
462.0,554.0,-292.0
472.0,522.0,-307.0
478.0,516.0,-335.0
484.0,502.0,-357.0
496.0,490.0,-338.0
512.0,492.0,-342.0
518.0,468.0,-361.0
510.0,458.0,-380.0
512.0,436.0,-362.0
508.0,440.0,-394.0
522.0,434.0,-409.0
534.0,446.0,-401.0
542.0,438.0,-432.0
534.0,432.0,-442.0
558.0,418.0,-436.0
564.0,440.0,-438.0
572.0,440.0,-459.0
584.0,436.0,-459.0
596.0,434.0,-477.0
608.0,448.0,-480.0
612.0,438.0,-483.0
614.0,450.0,-478.0
618.0,460.0,-473.0
646.0,472.0,-475.0
632.0,472.0,-485.0
634.0,486.0,-502.0
640.0,496.0,-479.0
644.0,506.0,-479.0
656.0,518.0,-469.0
634.0,520.0,-455.0
614.0,524.0,-451.0
614.0,526.0,-461.0
604.0,542.0,-428.0
614.0,554.0,-451.0
600.0,556.0,-414.0
590.0,560.0,-394.0
580.0,556.0,-384.0
558.0,562.0,-397.0
556.0,566.0,-379.0
556.0,572.0,-377.0
558.0,564.0,-359.0
552.0,560.0,-346.0
540.0,538.0,-358.0
532.0,562.0,-322.0
544.0,560.0,-338.0
530.0,546.0,-326.0
522.0,544.0,-318.0
532.0,536.0,-313.0
522.0,526.0,-304.0
526.0,510.0,-302.0
484.0,480.0,-317.0
526.0,462.0,-305.0
508.0,450.0,-313.0
512.0,432.0,-312.0
512.0,412.0,-302.0
512.0,416.0,-306.0
518.0,390.0,-335.0
540.0,364.0,-326.0
536.0,364.0,-325.0
550.0,356.0,-348.0
556.0,340.0,-372.0
560.0,326.0,-361.0
550.0,314.0,-382.0
570.0,294.0,-395.0
572.0,288.0,-399.0
592.0,280.0,-394.0
584.0,262.0,-376.0
610.0,248.0,-397.0
600.0,226.0,-422.0
624.0,228.0,-437.0
630.0,192.0,-448.0
652.0,196.0,-452.0
654.0,174.0,-450.0
674.0,168.0,-442.0
672.0,150.0,-473.0
696.0,136.0,-459.0
714.0,112.0,-501.0
722.0,86.0,-491.0
736.0,82.0,-502.0
750.0,72.0,-502.0
768.0,54.0,-493.0
798.0,54.0,-500.0
826.0,50.0,-518.0
840.0,30.0,-512.0
846.0,18.0,-530.0
868.0,-22.0,-521.0
880.0,2.0,-522.0
920.0,-18.0,-544.0
922.0,-26.0,-529.0
946.0,-42.0,-547.0
966.0,-48.0,-546.0
992.0,-72.0,-548.0
1004.0,-68.0,-552.0
1046.0,-60.0,-537.0
1092.0,-66.0,-549.0
1088.0,-56.0,-552.0
1112.0,-60.0,-543.0
1134.0,-42.0,-564.0
1160.0,-50.0,-571.0
1188.0,-18.0,-573.0
1208.0,-4.0,-569.0
1230.0,-4.0,-572.0
1240.0,8.0,-565.0
1258.0,40.0,-578.0
1274.0,22.0,-574.0
1296.0,56.0,-574.0
1302.0,54.0,-566.0
1306.0,56.0,-596.0
1328.0,70.0,-564.0
1330.0,76.0,-574.0
1344.0,82.0,-576.0
1332.0,92.0,-553.0
1330.0,98.0,-574.0
1346.0,98.0,-564.0
1340.0,110.0,-588.0
1360.0,126.0,-556.0
1362.0,128.0,-577.0
1354.0,136.0,-581.0
1356.0,150.0,-571.0
1372.0,170.0,-551.0
1380.0,182.0,-582.0
1376.0,186.0,-584.0
1390.0,202.0,-594.0
1410.0,224.0,-571.0
1384.0,224.0,-587.0
1410.0,244.0,-579.0
1402.0,252.0,-572.0
1424.0,244.0,-569.0
1428.0,268.0,-556.0
1416.0,264.0,-588.0
1414.0,282.0,-563.0
1430.0,280.0,-550.0
1438.0,292.0,-547.0
1454.0,298.0,-544.0
1454.0,290.0,-554.0
1466.0,306.0,-522.0
1484.0,298.0,-520.0
1512.0,288.0,-500.0
1522.0,290.0,-469.0
1540.0,288.0,-479.0
1546.0,290.0,-442.0
1560.0,268.0,-459.0
1566.0,278.0,-423.0
1586.0,280.0,-422.0
1590.0,258.0,-404.0
1604.0,278.0,-400.0
1618.0,262.0,-377.0
1622.0,278.0,-374.0
1628.0,290.0,-343.0
1650.0,294.0,-366.0
1622.0,304.0,-363.0
1626.0,308.0,-326.0
1642.0,334.0,-334.0
1650.0,334.0,-330.0
1648.0,348.0,-326.0
1648.0,356.0,-298.0
1644.0,360.0,-305.0
1674.0,380.0,-279.0
1662.0,388.0,-306.0
1650.0,392.0,-294.0
