X,Y,Z
1664.0,414.0,-283.0
1654.0,442.0,-274.0
1658.0,440.0,-283.0
1652.0,460.0,-253.0
1632.0,480.0,-272.0
1646.0,494.0,-244.0
1640.0,498.0,-263.0
1644.0,514.0,-254.0
1638.0,534.0,-248.0
1620.0,526.0,-239.0
1628.0,530.0,-246.0
1608.0,542.0,-222.0
1618.0,566.0,-222.0
1620.0,592.0,-213.0
1618.0,588.0,-196.0
1610.0,608.0,-221.0
1620.0,590.0,-192.0
1610.0,618.0,-161.0
1594.0,638.0,-162.0
1616.0,644.0,-162.0
1608.0,640.0,-135.0
1610.0,666.0,-113.0
1620.0,660.0,-111.0
1604.0,676.0,-80.0
1576.0,686.0,-77.0
1580.0,688.0,-43.0
1602.0,688.0,3.0
1596.0,696.0,-28.0
1594.0,698.0,20.0
1594.0,692.0,31.0
1590.0,696.0,49.0
1584.0,708.0,82.0
1578.0,724.0,76.0
1574.0,706.0,110.0
1576.0,728.0,120.0
1576.0,720.0,115.0
1580.0,726.0,125.0
1576.0,732.0,147.0
1576.0,724.0,153.0
1564.0,728.0,176.0
1554.0,714.0,145.0
1560.0,732.0,211.0
1550.0,732.0,216.0
1544.0,732.0,215.0
1522.0,736.0,267.0
1516.0,740.0,273.0
1518.0,724.0,280.0
1488.0,754.0,309.0
1476.0,764.0,335.0
1476.0,754.0,348.0
1450.0,764.0,354.0
1442.0,758.0,359.0
1416.0,772.0,386.0
1414.0,780.0,395.0
1384.0,792.0,394.0
1368.0,794.0,432.0
1350.0,806.0,437.0
1324.0,802.0,437.0
1326.0,802.0,432.0
1306.0,824.0,466.0
1278.0,806.0,469.0
1252.0,816.0,491.0
1244.0,820.0,513.0
1224.0,830.0,504.0
1216.0,820.0,507.0
1204.0,824.0,519.0
1184.0,816.0,517.0
1174.0,824.0,531.0
1160.0,818.0,545.0
1136.0,822.0,538.0
1120.0,804.0,546.0
1096.0,814.0,571.0
1092.0,806.0,545.0
1070.0,808.0,570.0
1052.0,804.0,568.0
1044.0,810.0,579.0
1038.0,800.0,576.0
994.0,798.0,580.0
984.0,804.0,602.0
968.0,794.0,592.0
966.0,796.0,591.0
922.0,784.0,593.0
888.0,794.0,607.0
864.0,774.0,594.0
848.0,776.0,577.0
840.0,764.0,585.0
788.0,750.0,557.0
784.0,762.0,581.0
748.0,766.0,561.0
744.0,744.0,550.0
694.0,750.0,549.0
686.0,738.0,537.0
654.0,724.0,509.0
636.0,720.0,499.0
620.0,694.0,489.0
582.0,692.0,445.0
566.0,696.0,448.0
538.0,672.0,420.0
516.0,664.0,406.0
508.0,634.0,367.0
458.0,620.0,387.0
448.0,608.0,345.0
428.0,586.0,327.0
412.0,582.0,292.0
406.0,552.0,230.0
386.0,540.0,198.0
386.0,536.0,156.0
378.0,520.0,92.0
378.0,508.0,50.0
374.0,492.0,-11.0
374.0,500.0,-37.0
386.0,478.0,-69.0
396.0,498.0,-135.0
396.0,476.0,-148.0
418.0,480.0,-177.0
422.0,480.0,-219.0
440.0,496.0,-247.0
466.0,472.0,-279.0
472.0,486.0,-326.0
484.0,472.0,-334.0
514.0,482.0,-374.0
524.0,474.0,-395.0
540.0,452.0,-402.0
560.0,446.0,-436.0
584.0,434.0,-467.0
602.0,428.0,-493.0
622.0,412.0,-497.0
632.0,422.0,-520.0
652.0,418.0,-548.0
678.0,396.0,-584.0
1448.0,708.0,328.0
1440.0,714.0,357.0
1444.0,728.0,360.0
1428.0,722.0,360.0
1422.0,698.0,378.0
1390.0,706.0,404.0
1396.0,688.0,424.0
1384.0,708.0,424.0
1346.0,704.0,451.0
1334.0,716.0,475.0
1318.0,698.0,485.0
1308.0,704.0,509.0
1276.0,726.0,511.0
1268.0,716.0,526.0
1240.0,708.0,541.0
1218.0,726.0,548.0
1204.0,728.0,571.0
1162.0,718.0,576.0
1140.0,744.0,592.0
1104.0,750.0,592.0
1078.0,768.0,626.0
1042.0,764.0,617.0
996.0,744.0,619.0
962.0,772.0,623.0
950.0,782.0,609.0
910.0,784.0,615.0
884.0,782.0,601.0
862.0,798.0,591.0
848.0,798.0,589.0
824.0,780.0,576.0
792.0,794.0,558.0
750.0,804.0,540.0
726.0,812.0,542.0
714.0,804.0,517.0
682.0,814.0,499.0
672.0,810.0,489.0
644.0,812.0,449.0
604.0,812.0,407.0
602.0,820.0,413.0
566.0,792.0,382.0
558.0,796.0,361.0
538.0,784.0,334.0
510.0,764.0,304.0
488.0,752.0,292.0
470.0,746.0,239.0
454.0,722.0,197.0
446.0,702.0,180.0
432.0,688.0,136.0
404.0,684.0,95.0
416.0,674.0,83.0
408.0,660.0,57.0
402.0,646.0,29.0
380.0,620.0,-9.0
398.0,612.0,-63.0
398.0,576.0,-88.0
394.0,570.0,-141.0
396.0,544.0,-161.0
404.0,532.0,-174.0
416.0,522.0,-200.0
406.0,494.0,-232.0
430.0,480.0,-266.0
438.0,458.0,-283.0
448.0,440.0,-299.0
448.0,430.0,-339.0
464.0,400.0,-356.0
486.0,370.0,-357.0
484.0,352.0,-405.0
496.0,344.0,-418.0
512.0,324.0,-389.0
528.0,298.0,-447.0
538.0,296.0,-443.0
546.0,262.0,-460.0
572.0,270.0,-476.0
578.0,252.0,-502.0
594.0,236.0,-491.0
610.0,218.0,-538.0
630.0,220.0,-562.0
668.0,210.0,-578.0
688.0,222.0,-577.0
722.0,220.0,-588.0
740.0,230.0,-584.0
760.0,244.0,-613.0
790.0,248.0,-659.0
794.0,264.0,-628.0
814.0,272.0,-625.0
826.0,276.0,-646.0
826.0,302.0,-644.0
836.0,320.0,-658.0
844.0,320.0,-639.0
836.0,342.0,-652.0
836.0,354.0,-647.0
846.0,372.0,-637.0
840.0,382.0,-643.0
834.0,392.0,-641.0
840.0,410.0,-630.0
842.0,418.0,-626.0
830.0,444.0,-611.0
832.0,460.0,-600.0
844.0,458.0,-607.0
828.0,496.0,-625.0
824.0,504.0,-581.0
838.0,526.0,-587.0
826.0,542.0,-570.0
806.0,580.0,-574.0
812.0,586.0,-583.0
800.0,588.0,-553.0
794.0,598.0,-541.0
794.0,602.0,-532.0
770.0,604.0,-550.0
766.0,598.0,-500.0
762.0,596.0,-485.0
728.0,602.0,-495.0
728.0,606.0,-492.0
714.0,592.0,-499.0
706.0,582.0,-496.0
680.0,586.0,-473.0
690.0,568.0,-473.0
664.0,532.0,-492.0
648.0,522.0,-477.0
658.0,510.0,-462.0
644.0,486.0,-462.0
636.0,456.0,-456.0
626.0,412.0,-442.0
624.0,382.0,-446.0
612.0,354.0,-460.0
612.0,306.0,-457.0
622.0,264.0,-449.0
622.0,228.0,-469.0
646.0,190.0,-459.0
652.0,166.0,-487.0
676.0,152.0,-462.0
688.0,120.0,-462.0
698.0,92.0,-475.0
718.0,66.0,-491.0
760.0,32.0,-486.0
770.0,30.0,-462.0
802.0,-40.0,-481.0
808.0,-44.0,-481.0
832.0,-54.0,-487.0
852.0,-82.0,-484.0
880.0,-88.0,-475.0
896.0,-106.0,-459.0
932.0,-134.0,-455.0
954.0,-146.0,-460.0
974.0,-146.0,-449.0
1020.0,-164.0,-447.0
1044.0,-172.0,-430.0
1098.0,-184.0,-445.0
1124.0,-178.0,-424.0
1168.0,-192.0,-459.0
1192.0,-162.0,-480.0
1212.0,-160.0,-441.0
1238.0,-142.0,-464.0
1270.0,-110.0,-471.0
1278.0,-106.0,-491.0
1298.0,-74.0,-514.0
1302.0,-68.0,-528.0
1322.0,-30.0,-509.0
1322.0,16.0,-555.0
1344.0,28.0,-541.0
1332.0,62.0,-558.0
1334.0,58.0,-568.0
1340.0,60.0,-540.0
1358.0,70.0,-558.0
1356.0,94.0,-579.0
1362.0,100.0,-542.0
1360.0,106.0,-557.0
1372.0,120.0,-566.0
1396.0,126.0,-546.0
1388.0,142.0,-548.0
1396.0,136.0,-556.0
1432.0,152.0,-517.0
1444.0,166.0,-525.0
1456.0,192.0,-523.0
1456.0,200.0,-520.0
1466.0,206.0,-517.0
1482.0,216.0,-493.0
1502.0,232.0,-484.0
1512.0,260.0,-485.0
1524.0,260.0,-469.0
1548.0,288.0,-429.0
1554.0,322.0,-411.0
1576.0,344.0,-409.0
1584.0,358.0,-391.0
1594.0,396.0,-340.0
1606.0,408.0,-340.0
1616.0,404.0,-306.0
1612.0,424.0,-308.0
1618.0,444.0,-311.0
1612.0,446.0,-268.0
1612.0,478.0,-241.0
1622.0,492.0,-231.0
1620.0,514.0,-212.0
1632.0,538.0,-192.0
1614.0,552.0,-181.0
1616.0,562.0,-170.0
1608.0,574.0,-152.0
1592.0,594.0,-158.0
1602.0,598.0,-127.0
1616.0,600.0,-120.0
1602.0,616.0,-105.0
1598.0,620.0,-111.0
1594.0,614.0,-86.0
1604.0,630.0,-28.0
1608.0,614.0,-3.0
1616.0,610.0,37.0
1616.0,604.0,46.0
1616.0,610.0,89.0
1610.0,606.0,96.0
1604.0,618.0,148.0
1600.0,612.0,162.0
1604.0,618.0,185.0
1572.0,608.0,206.0
1562.0,616.0,215.0
1560.0,622.0,249.0
1544.0,640.0,234.0
1540.0,616.0,249.0
1542.0,642.0,263.0
1514.0,638.0,292.0
1520.0,628.0,285.0
1522.0,650.0,299.0
1518.0,650.0,303.0
1496.0,618.0,317.0
1474.0,642.0,330.0
1476.0,630.0,318.0
1476.0,628.0,322.0
1476.0,630.0,368.0
1460.0,634.0,368.0
1468.0,640.0,376.0
1444.0,628.0,407.0
1436.0,624.0,411.0
1426.0,632.0,416.0
1410.0,632.0,431.0
1390.0,636.0,451.0
1380.0,616.0,474.0
1384.0,620.0,477.0
1364.0,606.0,491.0
1346.0,612.0,496.0
1344.0,612.0,492.0
1330.0,598.0,529.0
1304.0,600.0,561.0
1288.0,598.0,548.0
1266.0,584.0,566.0
1242.0,594.0,571.0
1222.0,590.0,586.0
1200.0,588.0,609.0
1186.0,598.0,601.0
1154.0,586.0,612.0
1144.0,580.0,636.0
1114.0,592.0,601.0
1098.0,598.0,623.0
1078.0,602.0,635.0
1052.0,602.0,635.0
1014.0,594.0,613.0
992.0,594.0,629.0
966.0,582.0,629.0
948.0,592.0,651.0
902.0,596.0,661.0
888.0,584.0,634.0
858.0,588.0,616.0
826.0,596.0,616.0
806.0,584.0,598.0
778.0,602.0,572.0
756.0,612.0,564.0
734.0,602.0,555.0
724.0,612.0,523.0
688.0,608.0,537.0
670.0,618.0,517.0
640.0,624.0,523.0
638.0,616.0,470.0
604.0,630.0,452.0
590.0,626.0,445.0
582.0,622.0,412.0
570.0,616.0,410.0
546.0,622.0,380.0
532.0,618.0,342.0
522.0,628.0,337.0
490.0,616.0,314.0
494.0,600.0,288.0
480.0,616.0,256.0
462.0,606.0,234.0
452.0,590.0,171.0
438.0,602.0,159.0
442.0,576.0,140.0
428.0,582.0,90.0
418.0,558.0,62.0
420.0,538.0,20.0
412.0,534.0,-9.0
404.0,528.0,-22.0
406.0,520.0,-85.0
412.0,510.0,-125.0
416.0,494.0,-130.0
420.0,474.0,-181.0
420.0,462.0,-193.0
430.0,452.0,-210.0
440.0,446.0,-228.0
442.0,448.0,-251.0
448.0,414.0,-269.0
450.0,400.0,-276.0
456.0,394.0,-312.0
466.0,376.0,-327.0
462.0,360.0,-334.0
490.0,346.0,-346.0
504.0,336.0,-350.0
520.0,326.0,-364.0
516.0,326.0,-393.0
526.0,326.0,-397.0
534.0,302.0,-440.0
556.0,286.0,-442.0
572.0,294.0,-446.0
578.0,300.0,-463.0
570.0,276.0,-456.0
596.0,292.0,-467.0
602.0,266.0,-469.0
598.0,266.0,-493.0
618.0,270.0,-471.0
610.0,272.0,-475.0
614.0,264.0,-489.0
618.0,256.0,-489.0
616.0,256.0,-493.0
630.0,262.0,-503.0
632.0,264.0,-511.0
628.0,284.0,-502.0
628.0,298.0,-506.0
646.0,292.0,-496.0
650.0,312.0,-499.0
666.0,308.0,-524.0
654.0,328.0,-538.0
648.0,336.0,-514.0
662.0,354.0,-548.0
676.0,352.0,-537.0
678.0,360.0,-554.0
668.0,354.0,-552.0
682.0,344.0,-528.0
660.0,344.0,-551.0
668.0,324.0,-530.0
672.0,314.0,-553.0
680.0,306.0,-562.0
694.0,308.0,-566.0
700.0,308.0,-540.0
702.0,310.0,-572.0
714.0,304.0,-569.0
706.0,310.0,-556.0
712.0,320.0,-578.0
728.0,302.0,-561.0
724.0,296.0,-588.0
734.0,304.0,-588.0
754.0,300.0,-574.0
752.0,286.0,-590.0
750.0,288.0,-600.0
762.0,264.0,-598.0
762.0,262.0,-600.0
776.0,260.0,-595.0
790.0,248.0,-622.0
786.0,226.0,-611.0
802.0,198.0,-605.0
824.0,188.0,-618.0
824.0,164.0,-643.0
850.0,148.0,-616.0
834.0,64.0,-580.0
870.0,20.0,-569.0
884.0,-2.0,-559.0
906.0,-56.0,-551.0
944.0,-72.0,-544.0
960.0,-102.0,-527.0
996.0,-94.0,-528.0
1010.0,-100.0,-531.0
1070.0,-130.0,-552.0
1096.0,-122.0,-541.0
1106.0,-130.0,-526.0
1152.0,-118.0,-541.0
1168.0,-128.0,-548.0
1226.0,-118.0,-542.0
1232.0,-106.0,-536.0
1260.0,-94.0,-537.0
1292.0,-82.0,-553.0
1312.0,-54.0,-535.0
1336.0,-46.0,-553.0
1362.0,-14.0,-524.0
1392.0,-12.0,-533.0
1390.0,14.0,-500.0
1414.0,18.0,-508.0
1436.0,24.0,-503.0
1452.0,58.0,-494.0
1480.0,46.0,-501.0
1478.0,56.0,-479.0
1494.0,86.0,-513.0
1502.0,82.0,-473.0
1514.0,90.0,-480.0
1530.0,102.0,-456.0
1544.0,92.0,-441.0
1542.0,104.0,-456.0
1560.0,98.0,-408.0
1570.0,116.0,-425.0
1594.0,106.0,-404.0
1614.0,110.0,-384.0
1630.0,118.0,-339.0
1648.0,132.0,-319.0
1674.0,136.0,-270.0
1702.0,148.0,-235.0
1714.0,156.0,-180.0
1736.0,174.0,-118.0
1734.0,190.0,-97.0
1738.0,194.0,-39.0
1750.0,192.0,24.0
1762.0,204.0,64.0
1752.0,204.0,91.0
1744.0,226.0,149.0
1750.0,218.0,181.0
1766.0,218.0,202.0
1730.0,230.0,215.0
1736.0,240.0,258.0
1714.0,272.0,292.0
1710.0,266.0,329.0
1712.0,286.0,345.0
1692.0,282.0,349.0
1682.0,302.0,406.0
1690.0,302.0,430.0
1672.0,306.0,429.0
1666.0,312.0,459.0
1622.0,330.0,494.0
1600.0,330.0,523.0
1578.0,344.0,545.0
1546.0,352.0,579.0
1532.0,350.0,612.0
1494.0,388.0,618.0
1470.0,386.0,635.0
1424.0,402.0,656.0
1402.0,420.0,665.0
1378.0,430.0,697.0
1350.0,428.0,697.0
1318.0,446.0,703.0
1284.0,472.0,721.0
1240.0,480.0,738.0
1216.0,498.0,737.0
1174.0,500.0,750.0
1124.0,506.0,747.0
1104.0,510.0,738.0
1058.0,504.0,760.0
994.0,514.0,769.0
964.0,500.0,750.0
934.0,508.0,744.0
862.0,520.0,749.0
846.0,518.0,717.0
800.0,520.0,711.0
768.0,522.0,691.0
740.0,532.0,679.0
682.0,514.0,648.0
658.0,540.0,646.0
624.0,546.0,592.0
584.0,538.0,540.0
558.0,556.0,515.0
524.0,554.0,467.0
498.0,554.0,428.0
472.0,548.0,405.0
440.0,546.0,359.0
426.0,544.0,305.0
410.0,542.0,270.0
404.0,550.0,244.0
390.0,552.0,220.0
372.0,536.0,174.0
370.0,538.0,118.0
380.0,534.0,71.0
364.0,522.0,47.0
366.0,526.0,1.0
374.0,498.0,-51.0
380.0,492.0,-88.0
368.0,496.0,-131.0
378.0,456.0,-166.0
396.0,462.0,-199.0
408.0,456.0,-241.0
426.0,450.0,-249.0
422.0,448.0,-291.0
442.0,432.0,-324.0
456.0,434.0,-341.0
474.0,424.0,-359.0
480.0,412.0,-377.0
496.0,404.0,-385.0
496.0,394.0,-437.0
524.0,382.0,-453.0
546.0,378.0,-437.0
546.0,376.0,-459.0
578.0,368.0,-499.0
586.0,366.0,-480.0
592.0,368.0,-492.0
586.0,366.0,-504.0
622.0,366.0,-521.0
620.0,356.0,-536.0
626.0,358.0,-529.0
642.0,366.0,-513.0
650.0,354.0,-558.0
652.0,356.0,-536.0
648.0,362.0,-568.0
672.0,364.0,-556.0
664.0,362.0,-536.0
654.0,386.0,-547.0
654.0,382.0,-538.0
658.0,382.0,-532.0
634.0,386.0,-515.0
618.0,382.0,-510.0
608.0,396.0,-484.0
594.0,384.0,-492.0
580.0,384.0,-457.0
570.0,360.0,-448.0
548.0,360.0,-431.0
536.0,334.0,-409.0
534.0,310.0,-393.0
524.0,270.0,-403.0
544.0,236.0,-380.0
536.0,214.0,-379.0
544.0,170.0,-342.0
564.0,142.0,-380.0
564.0,84.0,-358.0
584.0,46.0,-336.0
584.0,4.0,-341.0
612.0,-56.0,-332.0
640.0,-102.0,-290.0
686.0,-138.0,-292.0
714.0,-194.0,-292.0
758.0,-220.0,-259.0
796.0,-268.0,-246.0
862.0,-304.0,-253.0
916.0,-318.0,-214.0
982.0,-338.0,-224.0
1038.0,-376.0,-189.0
1110.0,-364.0,-176.0
1160.0,-386.0,-170.0
1230.0,-364.0,-163.0
1276.0,-362.0,-130.0
1330.0,-340.0,-143.0
1378.0,-318.0,-116.0
1448.0,-310.0,-111.0
1494.0,-264.0,-151.0
1532.0,-238.0,-116.0
1556.0,-186.0,-113.0
1604.0,-154.0,-117.0
1626.0,-114.0,-139.0
1642.0,-44.0,-164.0
1668.0,-10.0,-175.0
1672.0,54.0,-183.0
1698.0,108.0,-190.0
1682.0,138.0,-220.0
1682.0,188.0,-217.0
1694.0,208.0,-249.0
1690.0,240.0,-252.0
1676.0,258.0,-245.0
1688.0,270.0,-254.0
1672.0,266.0,-279.0
1682.0,288.0,-289.0
1684.0,288.0,-271.0
1678.0,252.0,-276.0
1678.0,250.0,-238.0
1678.0,256.0,-232.0
1688.0,218.0,-208.0
1696.0,180.0,-210.0
1686.0,146.0,-217.0
1716.0,102.0,-175.0
1708.0,74.0,-130.0
1678.0,20.0,-134.0
1676.0,-26.0,-119.0
1658.0,-54.0,-77.0
1628.0,-104.0,-52.0
1622.0,-142.0,-47.0
1606.0,-168.0,-59.0
1586.0,-188.0,-29.0
1544.0,-214.0,-28.0
1536.0,-246.0,17.0
1494.0,-262.0,24.0
1486.0,-276.0,11.0
1460.0,-298.0,10.0
1446.0,-294.0,37.0
1410.0,-312.0,39.0
1386.0,-320.0,45.0
1366.0,-324.0,-9.0
1328.0,-350.0,24.0
1326.0,-350.0,1.0
1308.0,-352.0,-25.0
1300.0,-342.0,-33.0
1296.0,-358.0,-56.0
1300.0,-348.0,-64.0
1294.0,-356.0,-77.0
1282.0,-352.0,-91.0
1288.0,-346.0,-109.0
1262.0,-358.0,-112.0
1260.0,-354.0,-121.0
1248.0,-344.0,-169.0
1256.0,-348.0,-157.0
1236.0,-338.0,-144.0
1246.0,-328.0,-165.0
1220.0,-336.0,-164.0
1228.0,-338.0,-172.0
1240.0,-338.0,-173.0
1228.0,-342.0,-170.0
1238.0,-342.0,-162.0
1224.0,-350.0,-161.0
1230.0,-354.0,-142.0
1250.0,-346.0,-140.0
1258.0,-348.0,-119.0
1256.0,-344.0,-119.0
1260.0,-348.0,-92.0
1270.0,-344.0,-65.0
1284.0,-350.0,-85.0
1284.0,-340.0,-59.0
1298.0,-352.0,-76.0
1298.0,-336.0,-43.0
1322.0,-340.0,-62.0
1312.0,-346.0,-35.0
1314.0,-340.0,-12.0
1322.0,-330.0,-17.0
1324.0,-336.0,-18.0
1338.0,-330.0,31.0
1328.0,-324.0,48.0
1350.0,-316.0,64.0
1344.0,-326.0,72.0
1342.0,-324.0,111.0
1346.0,-340.0,118.0
1330.0,-322.0,133.0
1342.0,-310.0,151.0
1342.0,-320.0,147.0
1336.0,-316.0,192.0
1320.0,-316.0,217.0
1308.0,-324.0,238.0
1312.0,-320.0,267.0
1296.0,-308.0,271.0
1282.0,-316.0,294.0
1282.0,-314.0,352.0
1258.0,-312.0,346.0
1240.0,-290.0,360.0
1230.0,-292.0,378.0
1220.0,-284.0,413.0
1170.0,-284.0,412.0
1168.0,-276.0,452.0
1142.0,-272.0,448.0
1104.0,-274.0,466.0
1080.0,-248.0,469.0
1054.0,-242.0,478.0
1004.0,-256.0,503.0
990.0,-234.0,510.0
960.0,-244.0,478.0
938.0,-240.0,513.0
892.0,-238.0,491.0
870.0,-238.0,456.0
842.0,-220.0,474.0
818.0,-230.0,453.0
794.0,-218.0,423.0
766.0,-234.0,405.0
718.0,-218.0,368.0
704.0,-220.0,358.0
678.0,-214.0,318.0
648.0,-208.0,291.0
624.0,-214.0,223.0
612.0,-218.0,210.0
592.0,-200.0,176.0
580.0,-200.0,150.0
574.0,-214.0,137.0
566.0,-216.0,84.0
576.0,-220.0,31.0
576.0,-212.0,5.0
574.0,-200.0,-32.0
592.0,-212.0,-41.0
576.0,-216.0,-51.0
562.0,-206.0,-86.0
584.0,-208.0,-81.0
588.0,-200.0,-103.0
582.0,-192.0,-110.0
576.0,-212.0,-133.0
604.0,-206.0,-150.0
612.0,-220.0,-172.0
614.0,-218.0,-173.0
628.0,-224.0,-195.0
644.0,-236.0,-211.0
648.0,-230.0,-191.0
662.0,-256.0,-214.0
680.0,-254.0,-234.0
700.0,-258.0,-225.0
728.0,-262.0,-257.0
748.0,-270.0,-253.0
762.0,-276.0,-270.0
776.0,-290.0,-265.0
806.0,-298.0,-288.0
812.0,-300.0,-284.0
840.0,-298.0,-278.0
834.0,-308.0,-290.0
848.0,-320.0,-298.0
862.0,-336.0,-277.0
884.0,-338.0,-255.0
890.0,-346.0,-251.0
884.0,-342.0,-224.0
916.0,-366.0,-233.0
912.0,-360.0,-224.0
930.0,-376.0,-204.0
934.0,-376.0,-220.0
946.0,-384.0,-198.0
948.0,-404.0,-212.0
960.0,-404.0,-170.0
970.0,-408.0,-171.0
960.0,-394.0,-155.0
982.0,-402.0,-135.0
972.0,-406.0,-119.0
974.0,-426.0,-105.0
976.0,-424.0,-115.0
984.0,-424.0,-94.0
1544.0,744.0,-81.0
1538.0,762.0,-66.0
1572.0,742.0,-2.0
1558.0,758.0,0.0
1578.0,728.0,59.0
1558.0,732.0,72.0
1568.0,742.0,104.0
1578.0,724.0,118.0
1562.0,732.0,131.0
1554.0,730.0,165.0
1536.0,732.0,194.0
1558.0,718.0,200.0
1540.0,724.0,202.0
1552.0,706.0,268.0
1540.0,706.0,259.0
1534.0,686.0,288.0
1530.0,682.0,321.0
1514.0,672.0,312.0
1524.0,664.0,346.0
1498.0,664.0,388.0
1492.0,650.0,398.0
1514.0,662.0,398.0
1494.0,644.0,429.0
1466.0,644.0,423.0
1468.0,648.0,443.0
1466.0,638.0,446.0
1450.0,638.0,452.0
1434.0,612.0,474.0
1428.0,636.0,478.0
1428.0,624.0,494.0
1432.0,618.0,488.0
1402.0,638.0,500.0
1412.0,642.0,521.0
1394.0,634.0,523.0
1382.0,636.0,526.0
1360.0,620.0,537.0
1348.0,614.0,550.0
1328.0,622.0,568.0
1326.0,604.0,602.0
1306.0,620.0,579.0
1296.0,628.0,603.0
1264.0,612.0,601.0
1256.0,636.0,616.0
1246.0,648.0,598.0
1210.0,672.0,599.0
1188.0,654.0,632.0
1158.0,656.0,630.0
1140.0,684.0,626.0
1114.0,688.0,616.0
1088.0,694.0,635.0
1062.0,708.0,622.0
1046.0,720.0,635.0
1004.0,728.0,632.0
978.0,718.0,620.0
952.0,738.0,608.0
906.0,746.0,598.0
922.0,740.0,631.0
886.0,768.0,580.0
856.0,756.0,587.0
828.0,748.0,579.0
806.0,746.0,592.0
768.0,760.0,580.0
742.0,748.0,565.0
702.0,742.0,543.0
684.0,740.0,526.0
656.0,728.0,494.0
604.0,728.0,458.0
574.0,716.0,440.0
552.0,700.0,429.0
522.0,702.0,381.0
506.0,682.0,333.0
480.0,680.0,323.0
452.0,660.0,274.0
428.0,656.0,240.0
414.0,642.0,202.0
408.0,626.0,162.0
386.0,604.0,138.0
378.0,582.0,92.0
370.0,544.0,77.0
360.0,498.0,55.0
356.0,454.0,19.0
346.0,410.0,7.0
342.0,370.0,-31.0
354.0,344.0,-90.0
340.0,276.0,-60.0
358.0,240.0,-96.0
386.0,204.0,-131.0
392.0,170.0,-174.0
404.0,118.0,-188.0
438.0,104.0,-213.0
462.0,64.0,-230.0
470.0,56.0,-256.0
492.0,28.0,-287.0
514.0,18.0,-339.0
558.0,-14.0,-335.0
572.0,-36.0,-345.0
